1734007469,-69,F6:8C:F2:D3:EA:E7
1734007469,-70,F6:8C:F2:D3:EA:E7
1734007469,-79,F6:8C:F2:D3:EA:E7
1734007469,-69,F6:8C:F2:D3:EA:E7
1734007469,-72,F6:8C:F2:D3:EA:E7
1734007470,-65,F6:8C:F2:D3:EA:E7
1734007470,-77,F6:8C:F2:D3:EA:E7
1734007470,-74,F6:8C:F2:D3:EA:E7
1734007470,-64,F6:8C:F2:D3:EA:E7
1734007470,-71,F6:8C:F2:D3:EA:E7
1734007470,-72,F6:8C:F2:D3:EA:E7
1734007470,-69,F6:8C:F2:D3:EA:E7
1734007470,-70,F6:8C:F2:D3:EA:E7
1734007470,-70,F6:8C:F2:D3:EA:E7
1734007470,-78,F6:8C:F2:D3:EA:E7
1734007470,-76,F6:8C:F2:D3:EA:E7
1734007470,-72,F6:8C:F2:D3:EA:E7
1734007471,-77,F6:8C:F2:D3:EA:E7
1734007471,-76,F6:8C:F2:D3:EA:E7
1734007471,-73,F6:8C:F2:D3:EA:E7
1734007471,-73,F6:8C:F2:D3:EA:E7
1734007471,-71,F6:8C:F2:D3:EA:E7
1734007471,-72,F6:8C:F2:D3:EA:E7
1734007471,-79,F6:8C:F2:D3:EA:E7
1734007471,-79,F6:8C:F2:D3:EA:E7
1734007471,-74,F6:8C:F2:D3:EA:E7
1734007471,-75,F6:8C:F2:D3:EA:E7
1734007471,-76,F6:8C:F2:D3:EA:E7
1734007471,-76,F6:8C:F2:D3:EA:E7
1734007471,-81,F6:8C:F2:D3:EA:E7
1734007471,-72,F6:8C:F2:D3:EA:E7
1734007471,-77,F6:8C:F2:D3:EA:E7
1734007472,-81,F6:8C:F2:D3:EA:E7
1734007472,-77,F6:8C:F2:D3:EA:E7
1734007472,-75,F6:8C:F2:D3:EA:E7
1734007472,-83,F6:8C:F2:D3:EA:E7
1734007473,-76,F6:8C:F2:D3:EA:E7
1734007473,-83,F6:8C:F2:D3:EA:E7
1734007473,-73,F6:8C:F2:D3:EA:E7
1734007473,-79,F6:8C:F2:D3:EA:E7
1734007473,-85,F6:8C:F2:D3:EA:E7
1734007473,-83,F6:8C:F2:D3:EA:E7
1734007473,-77,F6:8C:F2:D3:EA:E7
1734007474,-79,F6:8C:F2:D3:EA:E7
1734007474,-80,F6:8C:F2:D3:EA:E7
1734007474,-85,F6:8C:F2:D3:EA:E7
1734007474,-77,F6:8C:F2:D3:EA:E7
1734007474,-84,F6:8C:F2:D3:EA:E7
1734007474,-75,F6:8C:F2:D3:EA:E7
1734007474,-81,F6:8C:F2:D3:EA:E7
1734007475,-81,F6:8C:F2:D3:EA:E7
1734007475,-78,F6:8C:F2:D3:EA:E7
1734007475,-73,F6:8C:F2:D3:EA:E7
1734007475,-76,F6:8C:F2:D3:EA:E7
1734007475,-81,F6:8C:F2:D3:EA:E7
1734007475,-77,F6:8C:F2:D3:EA:E7
1734007475,-77,F6:8C:F2:D3:EA:E7
1734007475,-76,F6:8C:F2:D3:EA:E7
1734007475,-83,F6:8C:F2:D3:EA:E7
1734007475,-85,F6:8C:F2:D3:EA:E7
1734007475,-76,F6:8C:F2:D3:EA:E7
1734007475,-77,F6:8C:F2:D3:EA:E7
1734007475,-76,F6:8C:F2:D3:EA:E7
1734007476,-75,F6:8C:F2:D3:EA:E7
1734007476,-78,F6:8C:F2:D3:EA:E7
1734007476,-75,F6:8C:F2:D3:EA:E7
1734007476,-75,F6:8C:F2:D3:EA:E7
1734007476,-79,F6:8C:F2:D3:EA:E7
1734007476,-77,F6:8C:F2:D3:EA:E7
1734007476,-78,F6:8C:F2:D3:EA:E7
1734007476,-77,F6:8C:F2:D3:EA:E7
1734007476,-77,F6:8C:F2:D3:EA:E7
1734007476,-77,F6:8C:F2:D3:EA:E7
1734007476,-78,F6:8C:F2:D3:EA:E7
1734007477,-78,F6:8C:F2:D3:EA:E7
1734007477,-76,F6:8C:F2:D3:EA:E7
1734007477,-76,F6:8C:F2:D3:EA:E7
1734007477,-79,F6:8C:F2:D3:EA:E7
1734007477,-77,F6:8C:F2:D3:EA:E7
1734007477,-78,F6:8C:F2:D3:EA:E7
1734007477,-76,F6:8C:F2:D3:EA:E7
1734007477,-76,F6:8C:F2:D3:EA:E7
1734007477,-80,F6:8C:F2:D3:EA:E7
1734007477,-77,F6:8C:F2:D3:EA:E7
1734007477,-77,F6:8C:F2:D3:EA:E7
1734007477,-77,F6:8C:F2:D3:EA:E7
1734007477,-74,F6:8C:F2:D3:EA:E7
1734007477,-73,F6:8C:F2:D3:EA:E7
1734007477,-75,F6:8C:F2:D3:EA:E7
1734007477,-75,F6:8C:F2:D3:EA:E7
1734007478,-73,F6:8C:F2:D3:EA:E7
1734007478,-73,F6:8C:F2:D3:EA:E7
1734007478,-79,F6:8C:F2:D3:EA:E7
1734007478,-74,F6:8C:F2:D3:EA:E7
1734007478,-75,F6:8C:F2:D3:EA:E7
1734007478,-78,F6:8C:F2:D3:EA:E7
1734007478,-76,F6:8C:F2:D3:EA:E7
1734007478,-76,F6:8C:F2:D3:EA:E7
1734007478,-76,F6:8C:F2:D3:EA:E7
1734007479,-78,F6:8C:F2:D3:EA:E7
1734007479,-77,F6:8C:F2:D3:EA:E7
1734007479,-77,F6:8C:F2:D3:EA:E7
1734007479,-76,F6:8C:F2:D3:EA:E7
1734007479,-75,F6:8C:F2:D3:EA:E7
1734007479,-72,F6:8C:F2:D3:EA:E7
1734007479,-73,F6:8C:F2:D3:EA:E7
1734007479,-78,F6:8C:F2:D3:EA:E7
1734007479,-78,F6:8C:F2:D3:EA:E7
1734007479,-80,F6:8C:F2:D3:EA:E7
1734007479,-76,F6:8C:F2:D3:EA:E7
1734007479,-75,F6:8C:F2:D3:EA:E7
1734007479,-75,F6:8C:F2:D3:EA:E7
1734007479,-76,F6:8C:F2:D3:EA:E7
1734007480,-71,F6:8C:F2:D3:EA:E7
1734007480,-75,F6:8C:F2:D3:EA:E7
1734007480,-85,F6:8C:F2:D3:EA:E7
1734007480,-85,F6:8C:F2:D3:EA:E7
1734007480,-75,F6:8C:F2:D3:EA:E7
1734007480,-74,F6:8C:F2:D3:EA:E7
1734007480,-74,F6:8C:F2:D3:EA:E7
1734007480,-73,F6:8C:F2:D3:EA:E7
1734007480,-79,F6:8C:F2:D3:EA:E7
1734007481,-72,F6:8C:F2:D3:EA:E7
1734007481,-71,F6:8C:F2:D3:EA:E7
1734007481,-74,F6:8C:F2:D3:EA:E7
1734007481,-73,F6:8C:F2:D3:EA:E7
1734007481,-79,F6:8C:F2:D3:EA:E7
1734007481,-71,F6:8C:F2:D3:EA:E7
1734007481,-73,F6:8C:F2:D3:EA:E7
1734007481,-79,F6:8C:F2:D3:EA:E7
1734007481,-79,F6:8C:F2:D3:EA:E7
1734007481,-71,F6:8C:F2:D3:EA:E7
1734007481,-71,F6:8C:F2:D3:EA:E7
1734007481,-72,F6:8C:F2:D3:EA:E7
1734007481,-79,F6:8C:F2:D3:EA:E7
1734007481,-79,F6:8C:F2:D3:EA:E7
1734007481,-72,F6:8C:F2:D3:EA:E7
1734007482,-74,F6:8C:F2:D3:EA:E7
1734007482,-77,F6:8C:F2:D3:EA:E7
1734007482,-78,F6:8C:F2:D3:EA:E7
1734007482,-72,F6:8C:F2:D3:EA:E7
1734007482,-73,F6:8C:F2:D3:EA:E7
1734007482,-74,F6:8C:F2:D3:EA:E7
1734007482,-78,F6:8C:F2:D3:EA:E7
1734007482,-77,F6:8C:F2:D3:EA:E7
1734007482,-72,F6:8C:F2:D3:EA:E7
1734007482,-73,F6:8C:F2:D3:EA:E7
1734007482,-69,F6:8C:F2:D3:EA:E7
1734007482,-78,F6:8C:F2:D3:EA:E7
1734007482,-69,F6:8C:F2:D3:EA:E7
1734007483,-72,F6:8C:F2:D3:EA:E7
1734007483,-72,F6:8C:F2:D3:EA:E7
1734007483,-74,F6:8C:F2:D3:EA:E7
1734007483,-78,F6:8C:F2:D3:EA:E7
1734007483,-78,F6:8C:F2:D3:EA:E7
1734007483,-72,F6:8C:F2:D3:EA:E7
1734007483,-78,F6:8C:F2:D3:EA:E7
1734007483,-74,F6:8C:F2:D3:EA:E7
1734007483,-74,F6:8C:F2:D3:EA:E7
1734007483,-75,F6:8C:F2:D3:EA:E7
1734007483,-82,F6:8C:F2:D3:EA:E7
1734007484,-76,F6:8C:F2:D3:EA:E7
1734007484,-80,F6:8C:F2:D3:EA:E7
1734007484,-72,F6:8C:F2:D3:EA:E7
1734007484,-72,F6:8C:F2:D3:EA:E7
1734007484,-80,F6:8C:F2:D3:EA:E7
1734007484,-75,F6:8C:F2:D3:EA:E7
1734007484,-77,F6:8C:F2:D3:EA:E7
1734007484,-73,F6:8C:F2:D3:EA:E7
1734007484,-75,F6:8C:F2:D3:EA:E7
1734007485,-79,F6:8C:F2:D3:EA:E7
1734007485,-79,F6:8C:F2:D3:EA:E7
1734007485,-73,F6:8C:F2:D3:EA:E7
1734007485,-76,F6:8C:F2:D3:EA:E7
1734007485,-77,F6:8C:F2:D3:EA:E7
1734007485,-79,F6:8C:F2:D3:EA:E7
1734007485,-71,F6:8C:F2:D3:EA:E7
1734007485,-76,F6:8C:F2:D3:EA:E7
1734007486,-76,F6:8C:F2:D3:EA:E7
1734007486,-78,F6:8C:F2:D3:EA:E7
1734007486,-78,F6:8C:F2:D3:EA:E7
1734007486,-72,F6:8C:F2:D3:EA:E7
1734007486,-72,F6:8C:F2:D3:EA:E7
1734007486,-75,F6:8C:F2:D3:EA:E7
1734007486,-78,F6:8C:F2:D3:EA:E7
1734007486,-78,F6:8C:F2:D3:EA:E7
1734007487,-74,F6:8C:F2:D3:EA:E7
1734007487,-79,F6:8C:F2:D3:EA:E7
1734007487,-78,F6:8C:F2:D3:EA:E7
1734007487,-74,F6:8C:F2:D3:EA:E7
1734007487,-74,F6:8C:F2:D3:EA:E7
1734007487,-78,F6:8C:F2:D3:EA:E7
1734007487,-74,F6:8C:F2:D3:EA:E7
1734007487,-74,F6:8C:F2:D3:EA:E7
1734007487,-77,F6:8C:F2:D3:EA:E7
1734007487,-73,F6:8C:F2:D3:EA:E7
1734007487,-75,F6:8C:F2:D3:EA:E7
1734007487,-71,F6:8C:F2:D3:EA:E7
1734007487,-71,F6:8C:F2:D3:EA:E7
1734007488,-72,F6:8C:F2:D3:EA:E7
1734007488,-73,F6:8C:F2:D3:EA:E7
1734007488,-75,F6:8C:F2:D3:EA:E7
1734007488,-75,F6:8C:F2:D3:EA:E7
1734007488,-71,F6:8C:F2:D3:EA:E7
1734007488,-71,F6:8C:F2:D3:EA:E7
1734007488,-72,F6:8C:F2:D3:EA:E7
1734007488,-75,F6:8C:F2:D3:EA:E7
1734007488,-68,F6:8C:F2:D3:EA:E7
1734007488,-68,F6:8C:F2:D3:EA:E7
1734007488,-69,F6:8C:F2:D3:EA:E7
1734007488,-84,F6:8C:F2:D3:EA:E7
1734007488,-83,F6:8C:F2:D3:EA:E7
1734007488,-72,F6:8C:F2:D3:EA:E7
1734007488,-73,F6:8C:F2:D3:EA:E7
1734007488,-74,F6:8C:F2:D3:EA:E7
1734007489,-78,F6:8C:F2:D3:EA:E7
1734007489,-77,F6:8C:F2:D3:EA:E7
1734007489,-76,F6:8C:F2:D3:EA:E7
1734007489,-74,F6:8C:F2:D3:EA:E7
1734007489,-73,F6:8C:F2:D3:EA:E7
1734007489,-71,F6:8C:F2:D3:EA:E7
1734007489,-76,F6:8C:F2:D3:EA:E7
1734007489,-73,F6:8C:F2:D3:EA:E7
1734007489,-73,F6:8C:F2:D3:EA:E7
1734007489,-80,F6:8C:F2:D3:EA:E7
1734007489,-82,F6:8C:F2:D3:EA:E7
1734007489,-75,F6:8C:F2:D3:EA:E7
1734007489,-73,F6:8C:F2:D3:EA:E7
1734007489,-81,F6:8C:F2:D3:EA:E7
1734007490,-75,F6:8C:F2:D3:EA:E7
1734007490,-74,F6:8C:F2:D3:EA:E7
1734007490,-81,F6:8C:F2:D3:EA:E7
1734007490,-80,F6:8C:F2:D3:EA:E7
1734007490,-76,F6:8C:F2:D3:EA:E7
1734007490,-74,F6:8C:F2:D3:EA:E7
1734007490,-77,F6:8C:F2:D3:EA:E7
1734007490,-81,F6:8C:F2:D3:EA:E7
1734007490,-80,F6:8C:F2:D3:EA:E7
1734007490,-83,F6:8C:F2:D3:EA:E7
1734007490,-80,F6:8C:F2:D3:EA:E7
1734007490,-78,F6:8C:F2:D3:EA:E7
1734007490,-76,F6:8C:F2:D3:EA:E7
1734007490,-81,F6:8C:F2:D3:EA:E7
1734007491,-76,F6:8C:F2:D3:EA:E7
1734007491,-74,F6:8C:F2:D3:EA:E7
1734007491,-79,F6:8C:F2:D3:EA:E7
1734007491,-79,F6:8C:F2:D3:EA:E7
1734007491,-75,F6:8C:F2:D3:EA:E7
1734007491,-79,F6:8C:F2:D3:EA:E7
1734007491,-75,F6:8C:F2:D3:EA:E7
1734007491,-79,F6:8C:F2:D3:EA:E7
1734007491,-75,F6:8C:F2:D3:EA:E7
1734007491,-79,F6:8C:F2:D3:EA:E7
1734007491,-76,F6:8C:F2:D3:EA:E7
1734007491,-74,F6:8C:F2:D3:EA:E7
1734007492,-73,F6:8C:F2:D3:EA:E7
1734007492,-75,F6:8C:F2:D3:EA:E7
1734007492,-69,F6:8C:F2:D3:EA:E7
1734007492,-71,F6:8C:F2:D3:EA:E7
1734007492,-79,F6:8C:F2:D3:EA:E7
1734007492,-80,F6:8C:F2:D3:EA:E7
1734007492,-81,F6:8C:F2:D3:EA:E7
1734007492,-81,F6:8C:F2:D3:EA:E7
1734007492,-82,F6:8C:F2:D3:EA:E7
1734007492,-83,F6:8C:F2:D3:EA:E7
1734007492,-82,F6:8C:F2:D3:EA:E7
1734007492,-76,F6:8C:F2:D3:EA:E7
1734007492,-77,F6:8C:F2:D3:EA:E7
1734007493,-87,F6:8C:F2:D3:EA:E7
1734007493,-80,F6:8C:F2:D3:EA:E7
1734007493,-79,F6:8C:F2:D3:EA:E7
1734007493,-86,F6:8C:F2:D3:EA:E7
1734007493,-77,F6:8C:F2:D3:EA:E7
1734007493,-79,F6:8C:F2:D3:EA:E7
1734007493,-75,F6:8C:F2:D3:EA:E7
1734007493,-76,F6:8C:F2:D3:EA:E7
1734007493,-80,F6:8C:F2:D3:EA:E7
1734007494,-76,F6:8C:F2:D3:EA:E7
1734007494,-79,F6:8C:F2:D3:EA:E7
1734007494,-80,F6:8C:F2:D3:EA:E7
1734007494,-82,F6:8C:F2:D3:EA:E7
1734007494,-79,F6:8C:F2:D3:EA:E7
1734007494,-84,F6:8C:F2:D3:EA:E7
1734007494,-83,F6:8C:F2:D3:EA:E7
1734007494,-76,F6:8C:F2:D3:EA:E7
1734007495,-87,F6:8C:F2:D3:EA:E7
1734007495,-83,F6:8C:F2:D3:EA:E7
1734007495,-82,F6:8C:F2:D3:EA:E7
1734007495,-80,F6:8C:F2:D3:EA:E7
1734007495,-80,F6:8C:F2:D3:EA:E7
1734007495,-82,F6:8C:F2:D3:EA:E7
1734007495,-82,F6:8C:F2:D3:EA:E7
1734007495,-86,F6:8C:F2:D3:EA:E7
1734007495,-75,F6:8C:F2:D3:EA:E7
1734007495,-78,F6:8C:F2:D3:EA:E7
1734007495,-77,F6:8C:F2:D3:EA:E7
1734007495,-77,F6:8C:F2:D3:EA:E7
1734007496,-81,F6:8C:F2:D3:EA:E7
